"","OncodriveCLUST","OncodriveFM","ActiveDriver","DriverNet","DawnRank","NetSig","CBNA","Hoang_FGF2_06True","Hoang_FGF2_07True","Hoang_HER2_06True","Hoang_HER2_07True","Hoang_VIM_06True","Hoang_VIM_07True","SC_HER2_06True","SC_HER2_07True","SC_VIM_06True","SC_VIM_07True","TP_HER2_07True"
"157","ENSG00000144535","ENSG00000102974","ENSG00000077157","ENSG00000120907","ENSG00000039537","ENSG00000100393","ENSG00000113721","ENSG00000204967","ENSG00000197635","ENSG00000121057","ENSG00000140575","ENSG00000116641","ENSG00000120071","ENSG00000142192","ENSG00000130699","ENSG00000196776","ENSG00000119535","ENSG00000266094"
"158","ENSG00000155659","ENSG00000023516","ENSG00000005483","ENSG00000038427","ENSG00000101115","ENSG00000188130","ENSG00000197943","ENSG00000182255","ENSG00000160293","ENSG00000132670","ENSG00000123416","ENSG00000139618","ENSG00000129245","ENSG00000145715","ENSG00000151491","ENSG00000137601","ENSG00000095794","ENSG00000104365"
"159","ENSG00000159256","ENSG00000134755","ENSG00000116690","ENSG00000108821","ENSG00000171848","ENSG00000149554","ENSG00000075651","ENSG00000179915","ENSG00000165731","ENSG00000106799","ENSG00000108443","ENSG00000115053","ENSG00000095066","ENSG00000115904","ENSG00000166851","ENSG00000115904","ENSG00000103671","ENSG00000132842"
"160","ENSG00000163607","ENSG00000050820","ENSG00000106052","ENSG00000112742","ENSG00000091409","ENSG00000198625","ENSG00000047315","ENSG00000140443","ENSG00000064393","ENSG00000116833","ENSG00000175387","ENSG00000014216","ENSG00000014138","ENSG00000097007","ENSG00000174775","ENSG00000118503","ENSG00000121058","ENSG00000130307"
"161","ENSG00000168036","ENSG00000131351","ENSG00000102901","ENSG00000171189","ENSG00000108691","ENSG00000129691","ENSG00000118898","ENSG00000257923","ENSG00000124788","ENSG00000099991","ENSG00000150991","ENSG00000135829","ENSG00000102103","ENSG00000164050","ENSG00000124357","ENSG00000254087","ENSG00000139631","ENSG00000085276"
"162","ENSG00000169679","ENSG00000172725","ENSG00000185658","ENSG00000179603","ENSG00000157766","ENSG00000099942","ENSG00000105287","ENSG00000152208","ENSG00000182568","ENSG00000096401","ENSG00000086015","ENSG00000196504","ENSG00000103197","ENSG00000072062","ENSG00000157764","ENSG00000139436","ENSG00000131323","ENSG00000198561"
"163","ENSG00000173327","ENSG00000138646","ENSG00000204209","ENSG00000145362","ENSG00000122966","ENSG00000179348","ENSG00000169398","ENSG00000184481","ENSG00000101773","ENSG00000160294","ENSG00000179222","ENSG00000122778","ENSG00000081189","ENSG00000146963","ENSG00000164733","ENSG00000118971","ENSG00000142453","ENSG00000172349"
"164","ENSG00000175463","ENSG00000006695","ENSG00000131778","ENSG00000066468","ENSG00000187955","ENSG00000105204","ENSG00000127947","ENSG00000103449","ENSG00000074181","ENSG00000108946","ENSG00000151422","ENSG00000136861","ENSG00000074590","ENSG00000165699","ENSG00000010803","ENSG00000117676","ENSG00000185499","ENSG00000168066"
"165","ENSG00000205189","ENSG00000115310","ENSG00000198265","ENSG00000113212","ENSG00000138180","ENSG00000197442","ENSG00000081237","ENSG00000096696","ENSG00000091409","ENSG00000071242","ENSG00000162946","ENSG00000129315","ENSG00000185532","ENSG00000100462","ENSG00000010278","ENSG00000141456","ENSG00000185024","ENSG00000100784"
"166","ENSG00000221890","ENSG00000132436","ENSG00000124659","ENSG00000147082","ENSG00000162896","ENSG00000180228","ENSG00000035928","ENSG00000130816","ENSG00000181191","ENSG00000120156","ENSG00000069869","ENSG00000008300","ENSG00000133216","ENSG00000198900","ENSG00000125743","ENSG00000175104","ENSG00000185591","ENSG00000116478"
"167","ENSG00000005073","ENSG00000163930","ENSG00000138674","ENSG00000134215","ENSG00000182481","ENSG00000067606","ENSG00000080298","ENSG00000080503","ENSG00000125730","ENSG00000184481","ENSG00000160293","ENSG00000112659","ENSG00000064393","ENSG00000109971","ENSG00000084463","ENSG00000127511","ENSG00000029725","ENSG00000182568"
"168","ENSG00000043462","ENSG00000128713","ENSG00000168924","ENSG00000106366","ENSG00000136531","ENSG00000089123","ENSG00000067900","ENSG00000149294","ENSG00000266094","ENSG00000067560","ENSG00000123737","ENSG00000147010","ENSG00000124788","ENSG00000143153","ENSG00000111057","ENSG00000145604","ENSG00000158195","ENSG00000153487"
"169","ENSG00000055044","ENSG00000011405","ENSG00000069956","ENSG00000163823","ENSG00000139219","ENSG00000076984","ENSG00000100485","ENSG00000074590","ENSG00000147065","ENSG00000075711","ENSG00000205726","ENSG00000114270","ENSG00000168918","ENSG00000089280","ENSG00000044115","ENSG00000149782","ENSG00000183735","ENSG00000129351"
"170","ENSG00000066136","ENSG00000115159","ENSG00000143748","ENSG00000120457","ENSG00000134760","ENSG00000101255","ENSG00000135316","ENSG00000100852","ENSG00000069869","ENSG00000120071","ENSG00000094804","ENSG00000111859","ENSG00000184304","ENSG00000104408","ENSG00000136603","ENSG00000114739","ENSG00000130066","ENSG00000166508"
"171","ENSG00000077713","ENSG00000121058","ENSG00000224470","ENSG00000164930","ENSG00000168539","ENSG00000105613","ENSG00000120156","ENSG00000167306","ENSG00000123416","ENSG00000141646","ENSG00000074266","ENSG00000172349","ENSG00000064692","ENSG00000105856","ENSG00000137801","ENSG00000134909","ENSG00000147140","ENSG00000124491"
"172","ENSG00000084444","ENSG00000153029","ENSG00000132681","ENSG00000127329","ENSG00000179348","ENSG00000135870","ENSG00000120708","ENSG00000104067","ENSG00000182621","ENSG00000136709","ENSG00000064692","ENSG00000176406","ENSG00000164867","ENSG00000150093","ENSG00000088833","ENSG00000143622","ENSG00000102054","ENSG00000185247"
"173","ENSG00000089060","ENSG00000188878","ENSG00000115165","ENSG00000105974","ENSG00000124253","ENSG00000170577","ENSG00000137801","ENSG00000121057","ENSG00000140575","ENSG00000134686","ENSG00000124788","ENSG00000103449","ENSG00000171105","ENSG00000113712","ENSG00000159023","ENSG00000170542","ENSG00000198668","ENSG00000091831"
"174","ENSG00000092439","ENSG00000124508","ENSG00000174744","ENSG00000163873","ENSG00000124440","ENSG00000137693","ENSG00000104067","ENSG00000111676","ENSG00000164867","ENSG00000131042","ENSG00000111046","ENSG00000185247","ENSG00000074181","ENSG00000165156","ENSG00000132155","ENSG00000082781","ENSG00000213585","ENSG00000134352"
"175","ENSG00000101246","ENSG00000148835","ENSG00000087269","ENSG00000137699","ENSG00000070193","ENSG00000105976","ENSG00000105397","ENSG00000127946","ENSG00000198900","ENSG00000173473","ENSG00000091831","ENSG00000149294","ENSG00000151702","ENSG00000153914","ENSG00000133030","ENSG00000166851","ENSG00000178950","ENSG00000113889"
"176","ENSG00000103522","ENSG00000100029","ENSG00000180209","ENSG00000206384","ENSG00000119547","ENSG00000115325","ENSG00000134215","ENSG00000102034","ENSG00000147044","ENSG00000108469","ENSG00000185499","ENSG00000044524","ENSG00000123416","ENSG00000109320","ENSG00000170542","ENSG00000109458","ENSG00000100941","ENSG00000109339"
"177","ENSG00000105220","ENSG00000114857","ENSG00000137145","ENSG00000091831","ENSG00000077063","ENSG00000133703","ENSG00000184575","ENSG00000148848","ENSG00000177731","ENSG00000143171","ENSG00000120885","ENSG00000148848","ENSG00000107282","ENSG00000140382","ENSG00000143622","ENSG00000131504","ENSG00000108671","ENSG00000089199"
"178","ENSG00000105538","ENSG00000082397","ENSG00000127663","ENSG00000081985","ENSG00000151914","ENSG00000117724","ENSG00000130402","ENSG00000079819","ENSG00000141232","ENSG00000100784","ENSG00000164404","ENSG00000140443","ENSG00000205726","ENSG00000121057","ENSG00000153094","ENSG00000135269","ENSG00000100201","ENSG00000078053"
"179","ENSG00000105612","ENSG00000128422","ENSG00000114487","ENSG00000102245","ENSG00000167757","ENSG00000142453","ENSG00000143537","ENSG00000143537","ENSG00000101040","ENSG00000102103","ENSG00000206181","ENSG00000152208","ENSG00000197635","ENSG00000177463","ENSG00000162734","ENSG00000164733","ENSG00000112576","ENSG00000122025"
"180","ENSG00000105671","ENSG00000088930","ENSG00000160691","ENSG00000111087","ENSG00000137804","ENSG00000030110","ENSG00000169083","ENSG00000073282","ENSG00000182473","ENSG00000169855","ENSG00000105048","ENSG00000073282","ENSG00000091409","ENSG00000134686","ENSG00000160633","ENSG00000180370","ENSG00000119139","ENSG00000162434"
"181","ENSG00000107317","ENSG00000065665","ENSG00000203867","ENSG00000204962","ENSG00000187134","ENSG00000121653","ENSG00000103126","ENSG00000075624","ENSG00000170677","ENSG00000188878","ENSG00000166908","ENSG00000164418","ENSG00000169083","ENSG00000012822","ENSG00000069956","ENSG00000105323","ENSG00000087586","ENSG00000173801"
"182","ENSG00000117697","ENSG00000143379","ENSG00000011114","ENSG00000184144","ENSG00000197565","ENSG00000136238","ENSG00000167601","ENSG00000107554","ENSG00000170004","ENSG00000095066","ENSG00000131759","ENSG00000099139","ENSG00000069869","ENSG00000132670","ENSG00000198911","ENSG00000103266","ENSG00000162613","ENSG00000074181"
"183","ENSG00000119922","ENSG00000173210","ENSG00000105220","ENSG00000153820","ENSG00000147889","ENSG00000120837","ENSG00000050820","ENSG00000164418","ENSG00000184304","ENSG00000108984","ENSG00000126583","ENSG00000179915","ENSG00000140262","ENSG00000165304","ENSG00000175104","ENSG00000125743","ENSG00000131931","ENSG00000051382"
"184","ENSG00000125356","ENSG00000171100","ENSG00000107581","ENSG00000186810","ENSG00000214575","ENSG00000071054","ENSG00000010671","ENSG00000108312","ENSG00000149925","ENSG00000185532","ENSG00000160460","ENSG00000120156","ENSG00000162946","ENSG00000108854","ENSG00000117676","ENSG00000135486","ENSG00000149269","ENSG00000081189"
"185","ENSG00000135362","ENSG00000011114","ENSG00000163932","ENSG00000169436","ENSG00000169031","ENSG00000197757","ENSG00000089199","ENSG00000127616","ENSG00000152822","ENSG00000185247","ENSG00000184937","ENSG00000166068","ENSG00000104814","ENSG00000114739","ENSG00000180353","ENSG00000184009","ENSG00000112658","ENSG00000149925"
"186","ENSG00000138668","ENSG00000128266","ENSG00000145216","ENSG00000182866","ENSG00000105011","ENSG00000188536","ENSG00000188419","ENSG00000113645","ENSG00000150991","ENSG00000107554","ENSG00000006125","ENSG00000148737","ENSG00000182568","ENSG00000066117","ENSG00000118513","ENSG00000138071","ENSG00000141582","ENSG00000143537"
"187","ENSG00000148688","ENSG00000151806","ENSG00000151150","ENSG00000062038","ENSG00000106689","ENSG00000102034","ENSG00000072832","ENSG00000099139","ENSG00000165458","ENSG00000169862","ENSG00000120498","ENSG00000130816","ENSG00000182473","ENSG00000123143","ENSG00000078043","ENSG00000044115","ENSG00000179348","ENSG00000177731"
"188","ENSG00000150401","ENSG00000145349","ENSG00000099308","ENSG00000182621","ENSG00000116194","ENSG00000206172","ENSG00000106976","ENSG00000067560","ENSG00000087460","ENSG00000139219","ENSG00000044115","ENSG00000104067","ENSG00000101040","ENSG00000138443","ENSG00000124813","ENSG00000116044","ENSG00000114302","ENSG00000067560"
"189","ENSG00000155097","ENSG00000117139","ENSG00000153827","ENSG00000185532","ENSG00000138207","ENSG00000109381","ENSG00000079805","ENSG00000079805","ENSG00000204301","ENSG00000004939","ENSG00000198959","ENSG00000116016","ENSG00000165458","ENSG00000204463","ENSG00000131747","ENSG00000115216","ENSG00000104312","ENSG00000105851"
"190","ENSG00000160593","ENSG00000121236","ENSG00000164045","ENSG00000174255","ENSG00000237649","ENSG00000135845","ENSG00000197635","ENSG00000168066","ENSG00000107282","ENSG00000173406","ENSG00000126561","ENSG00000134871","ENSG00000141232","ENSG00000137275","ENSG00000118785","ENSG00000204580","ENSG00000143190","ENSG00000168918"
"191","ENSG00000165633","ENSG00000134186","ENSG00000145864","ENSG00000120738","ENSG00000143476","ENSG00000102125","ENSG00000149557","ENSG00000120156","ENSG00000122566","ENSG00000118898","ENSG00000169242","ENSG00000079819","ENSG00000204301","ENSG00000111276","ENSG00000167601","ENSG00000136518","ENSG00000161011","ENSG00000128052"
"192","ENSG00000168394","ENSG00000151093","ENSG00000130294","ENSG00000171649","ENSG00000011426","ENSG00000166407","ENSG00000102081","ENSG00000139842","ENSG00000094804","ENSG00000169083","ENSG00000082512","ENSG00000111676","ENSG00000198900","ENSG00000130699","ENSG00000082074","ENSG00000100129","ENSG00000166266","ENSG00000068323"
"193","ENSG00000170430","ENSG00000078304","ENSG00000139645","ENSG00000178462","ENSG00000119121","ENSG00000101405","ENSG00000164404","ENSG00000186716","ENSG00000169057","ENSG00000120907","ENSG00000100485","ENSG00000057657","ENSG00000160293","ENSG00000151491","ENSG00000076003","ENSG00000172053","ENSG00000005007","ENSG00000114867"
"194","ENSG00000170734","ENSG00000092203","ENSG00000104835","ENSG00000169885","ENSG00000157404","ENSG00000214274","ENSG00000068024","ENSG00000135503","ENSG00000075651","ENSG00000184144","ENSG00000104365","ENSG00000116833","ENSG00000102606","ENSG00000166851","ENSG00000141644","ENSG00000104064","ENSG00000167601","ENSG00000101849"
"195","ENSG00000171236","ENSG00000112651","ENSG00000158769","ENSG00000131187","ENSG00000134824","ENSG00000101200","ENSG00000140443","ENSG00000173473","ENSG00000205726","ENSG00000135821","ENSG00000122641","ENSG00000072832","ENSG00000181191","ENSG00000174775","ENSG00000170312","ENSG00000141030","ENSG00000028137","ENSG00000034677"
"196","ENSG00000173226","ENSG00000106976","ENSG00000081277","ENSG00000113211","ENSG00000112280","ENSG00000081026","ENSG00000172349","ENSG00000135316","ENSG00000015285","ENSG00000141232","ENSG00000143514","ENSG00000121057","ENSG00000162231","ENSG00000124357","ENSG00000137337","ENSG00000087274","ENSG00000173020","ENSG00000165458"
"197","ENSG00000177646","ENSG00000149925","ENSG00000011426","ENSG00000145423","ENSG00000077152","ENSG00000133818","ENSG00000138448","ENSG00000196776","ENSG00000072133","ENSG00000060656","ENSG00000133703","ENSG00000127946","ENSG00000140575","ENSG00000175582","ENSG00000125733","ENSG00000124357","ENSG00000104946","ENSG00000129315"
"198","ENSG00000182158","ENSG00000235718","ENSG00000152518","ENSG00000079112","ENSG00000121152","ENSG00000196092","ENSG00000096968","ENSG00000105397","ENSG00000123737","ENSG00000165731","ENSG00000096968","ENSG00000079805","ENSG00000175387","ENSG00000157764","ENSG00000143801","ENSG00000127947","ENSG00000162236","ENSG00000122779"
"199","ENSG00000185000","ENSG00000177565","ENSG00000167552","ENSG00000243232","ENSG00000127241","ENSG00000166949","ENSG00000173801","ENSG00000120071","ENSG00000164404","ENSG00000265972","ENSG00000050748","ENSG00000100852","ENSG00000248333","ENSG00000164733","ENSG00000178950","ENSG00000055130","ENSG00000166971","ENSG00000011304"
"200","ENSG00000185163","ENSG00000164398","ENSG00000131037","ENSG00000169851","ENSG00000168477","ENSG00000198400","ENSG00000166508","ENSG00000075711","ENSG00000131095","ENSG00000081026","ENSG00000141258","ENSG00000127616","ENSG00000170677","ENSG00000010803","ENSG00000101224","ENSG00000174775","ENSG00000185551","ENSG00000074266"
"201","ENSG00000185624","ENSG00000172845","ENSG00000165995","ENSG00000154928","ENSG00000115641","ENSG00000164889","ENSG00000143995","ENSG00000142599","ENSG00000111046","ENSG00000148516","ENSG00000114166","ENSG00000099991","ENSG00000115942","ENSG00000170515","ENSG00000196150","ENSG00000083896","ENSG00000165140","ENSG00000139613"
"202","ENSG00000196422","ENSG00000182541","ENSG00000151422","ENSG00000198216","ENSG00000169885","ENSG00000160185","ENSG00000134686","ENSG00000095066","ENSG00000113263","ENSG00000109686","ENSG00000105221","ENSG00000107554","ENSG00000002822","ENSG00000010278","ENSG00000141582","ENSG00000133703","ENSG00000135046","ENSG00000156697"
"203","ENSG00000196812","ENSG00000158636","ENSG00000078900","ENSG00000125730","ENSG00000112936","ENSG00000162367","ENSG00000162896","ENSG00000136709","ENSG00000122641","ENSG00000162909","ENSG00000128052","ENSG00000167306","ENSG00000173327","ENSG00000125743","ENSG00000099875","ENSG00000162419","ENSG00000105723","ENSG00000133895"
"204","ENSG00000197712","ENSG00000100897","ENSG00000055483","ENSG00000122877","ENSG00000085563","ENSG00000213281","ENSG00000116711","ENSG00000170581","ENSG00000198959","ENSG00000132326","ENSG00000169375","ENSG00000135503","ENSG00000010671","ENSG00000120694","ENSG00000167110","ENSG00000106070","ENSG00000161202","ENSG00000162521"
"205","ENSG00000221886","ENSG00000048991","ENSG00000092295","ENSG00000100968","ENSG00000137975","ENSG00000065559","ENSG00000122194","ENSG00000116833","ENSG00000166908","ENSG00000113712","ENSG00000184009","ENSG00000139842","ENSG00000072133","ENSG00000084463","ENSG00000116560","ENSG00000130699","ENSG00000143933","ENSG00000119772"
"206","ENSG00000013306","ENSG00000108375","ENSG00000109787","ENSG00000198467","ENSG00000112964","ENSG00000173581","ENSG00000181222","ENSG00000131771","ENSG00000184937","ENSG00000170677","ENSG00000092820","ENSG00000108946","ENSG00000125730","ENSG00000111057","ENSG00000158195","ENSG00000160633","ENSG00000092199","ENSG00000156299"
"207","ENSG00000086475","ENSG00000181666","ENSG00000099622","ENSG00000005844","ENSG00000106327","ENSG00000256463","ENSG00000166501","ENSG00000172493","ENSG00000106366","ENSG00000266094","ENSG00000102755","ENSG00000105397","ENSG00000165731","ENSG00000138071","ENSG00000147140","ENSG00000172059","ENSG00000170296","ENSG00000138696"
"208","ENSG00000087903","ENSG00000118217","ENSG00000196504","ENSG00000185345","ENSG00000102245","ENSG00000083168","ENSG00000120899","ENSG00000081026","ENSG00000196914","ENSG00000074181","ENSG00000157540","ENSG00000138835","ENSG00000169554","ENSG00000044115","ENSG00000129084","ENSG00000145386","ENSG00000010017","ENSG00000198033"
"209","ENSG00000090432","ENSG00000160691","ENSG00000272391","ENSG00000147852","ENSG00000153002","ENSG00000184937","ENSG00000067560","ENSG00000140262","ENSG00000198742","ENSG00000172493","ENSG00000100368","ENSG00000168066","ENSG00000164107","ENSG00000136603","ENSG00000213585","ENSG00000103126","ENSG00000112081","ENSG00000161270"
"210","ENSG00000094916","ENSG00000174718","ENSG00000167110","ENSG00000204642","ENSG00000112175","ENSG00000186153","ENSG00000117601","ENSG00000173406","ENSG00000125810","ENSG00000140382","ENSG00000138592","ENSG00000156976","ENSG00000145794","ENSG00000175203","ENSG00000104765","ENSG00000167601","ENSG00000189266","ENSG00000159459"
"211","ENSG00000100220","ENSG00000110011","ENSG00000145241","ENSG00000160145","ENSG00000069011","ENSG00000100811","ENSG00000198952","ENSG00000109686","ENSG00000132334","ENSG00000120549","ENSG00000179941","ENSG00000170581","ENSG00000168685","ENSG00000137801","ENSG00000184216","ENSG00000071655","ENSG00000088930","ENSG00000185532"
"212","ENSG00000101608","ENSG00000064012","ENSG00000140386","ENSG00000184500","ENSG00000163359","ENSG00000171862","ENSG00000134532","ENSG00000197635","ENSG00000100368","ENSG00000170004","ENSG00000132334","ENSG00000151461","ENSG00000113263","ENSG00000105323","ENSG00000164924","ENSG00000103319","ENSG00000196230","ENSG00000077238"
"213","ENSG00000104177","ENSG00000132170","ENSG00000173166","ENSG00000116106","ENSG00000105695","ENSG00000162402","ENSG00000160460","ENSG00000160293","ENSG00000128052","ENSG00000153922","ENSG00000162734","ENSG00000067560","ENSG00000102468","ENSG00000088833","ENSG00000003402","ENSG00000131323","ENSG00000162889","ENSG00000048052"
"214","ENSG00000104231","ENSG00000167601","ENSG00000169891","ENSG00000163554","ENSG00000139734","ENSG00000144837","ENSG00000148737","ENSG00000165731","ENSG00000114166","ENSG00000177731","ENSG00000101096","ENSG00000096401","ENSG00000161270","ENSG00000115216","ENSG00000162613","ENSG00000118785","ENSG00000108424","ENSG00000165731"
"215","ENSG00000111358","ENSG00000115657","ENSG00000101040","ENSG00000151914","ENSG00000169594","ENSG00000149269","ENSG00000198959","ENSG00000155506","ENSG00000179583","ENSG00000121067","ENSG00000138768","ENSG00000153113","ENSG00000111046","ENSG00000159023","ENSG00000102054","ENSG00000163513","ENSG00000139372","ENSG00000198959"
"216","ENSG00000112511","ENSG00000158467","ENSG00000164885","ENSG00000091409","ENSG00000117724","ENSG00000147010","ENSG00000143514","ENSG00000064393","ENSG00000169375","ENSG00000149925","ENSG00000114867","ENSG00000167670","ENSG00000164404","ENSG00000132155","ENSG00000079432","ENSG00000114316","ENSG00000100567","ENSG00000184937"
"217","ENSG00000114520","ENSG00000173064","ENSG00000047188","ENSG00000134138","ENSG00000151834","ENSG00000101412","ENSG00000122779","ENSG00000124788","ENSG00000120498","ENSG00000196961","ENSG00000168610","ENSG00000082458","ENSG00000126583","ENSG00000133030","ENSG00000114353","ENSG00000095794","ENSG00000119729","ENSG00000138835"
"218","ENSG00000115756","ENSG00000065154","ENSG00000164190","ENSG00000137975","ENSG00000176194","ENSG00000205250","ENSG00000151461","ENSG00000162337","ENSG00000185359","ENSG00000148498","ENSG00000109971","ENSG00000120071","ENSG00000106366","ENSG00000170542","ENSG00000100941","ENSG00000119535","ENSG00000113916","ENSG00000096968"
"219","ENSG00000123983","ENSG00000076242","ENSG00000152580","ENSG00000174469","ENSG00000152578","ENSG00000065054","ENSG00000141968","ENSG00000148516","ENSG00000092820","ENSG00000166167","ENSG00000148356","ENSG00000095066","ENSG00000124813","ENSG00000143622","ENSG00000129083","ENSG00000104765","ENSG00000113580","ENSG00000108946"
"220","ENSG00000124209","ENSG00000169764","ENSG00000136840","ENSG00000006071","ENSG00000022556","ENSG00000118194","ENSG00000162692","ENSG00000182568","ENSG00000105976","ENSG00000155506","ENSG00000135966","ENSG00000129245","ENSG00000131095","ENSG00000153094","ENSG00000182944","ENSG00000120885","ENSG00000163558","ENSG00000114166"
"221","ENSG00000125449","ENSG00000137962","ENSG00000099797","ENSG00000129991","ENSG00000123388","ENSG00000125931","ENSG00000165392","ENSG00000101773","ENSG00000160460","ENSG00000166747","ENSG00000198742","ENSG00000014138","ENSG00000100368","ENSG00000162734","ENSG00000119318","ENSG00000242485","ENSG00000171720","ENSG00000100368"
"222","ENSG00000125977","ENSG00000188603","ENSG00000085733","ENSG00000114805","ENSG00000134873","ENSG00000162772","ENSG00000123124","ENSG00000184144","ENSG00000157540","ENSG00000122566","ENSG00000163161","ENSG00000070018","ENSG00000008056","ENSG00000160633","ENSG00000183735","ENSG00000137337","ENSG00000160691","ENSG00000166167"
"223","ENSG00000126814","ENSG00000112902","ENSG00000168564","ENSG00000198033","ENSG00000123838","ENSG00000140464","ENSG00000065029","ENSG00000074181","ENSG00000124813","ENSG00000140262","ENSG00000089737","ENSG00000102103","ENSG00000148400","ENSG00000069956","ENSG00000143190","ENSG00000161204","ENSG00000161647","ENSG00000151623"
"224","ENSG00000130684","ENSG00000059588","ENSG00000161638","ENSG00000171385","ENSG00000163884","ENSG00000163517","ENSG00000143322","ENSG00000091409","ENSG00000110395","ENSG00000140575","ENSG00000136527","ENSG00000103197","ENSG00000125810","ENSG00000133961","ENSG00000117461","ENSG00000118515","ENSG00000077150","ENSG00000204217"
"225","ENSG00000130724","ENSG00000149179","ENSG00000135720","ENSG00000123838","ENSG00000154188","ENSG00000065243","ENSG00000072110","ENSG00000181191","ENSG00000196498","ENSG00000181789","ENSG00000132305","ENSG00000071242","ENSG00000122641","ENSG00000198911","ENSG00000117748","ENSG00000178078","ENSG00000182195","ENSG00000044574"
"226","ENSG00000145901","ENSG00000160094","ENSG00000163512","ENSG00000184937","ENSG00000174607","ENSG00000077097","ENSG00000173020","ENSG00000125730","ENSG00000162734","ENSG00000123416","ENSG00000157077","ENSG00000081189","ENSG00000065328","ENSG00000175104","ENSG00000161011","ENSG00000177963","ENSG00000147168","ENSG00000106991"
"227","ENSG00000148334","ENSG00000164032","ENSG00000091181","ENSG00000136573","ENSG00000164330","ENSG00000189403","ENSG00000135439","ENSG00000266094","ENSG00000102755","ENSG00000108443","ENSG00000141030","ENSG00000074590","ENSG00000179583","ENSG00000117676","ENSG00000161204","ENSG00000157500","ENSG00000132906","ENSG00000101096"
"228","ENSG00000154429","ENSG00000115226","ENSG00000206530","ENSG00000058404","ENSG00000129910","ENSG00000163519","ENSG00000196961","ENSG00000147065","ENSG00000091831","ENSG00000175387","ENSG00000113758","ENSG00000185532","ENSG00000113758","ENSG00000180353","ENSG00000117153","ENSG00000171345","ENSG00000090104","ENSG00000196961"
"229","ENSG00000157020","ENSG00000119541","ENSG00000100393","ENSG00000105877","ENSG00000088325","ENSG00000198324","ENSG00000105290","ENSG00000069869","ENSG00000168610","ENSG00000150991","ENSG00000187266","ENSG00000133216","ENSG00000006125","ENSG00000118513","ENSG00000163513","ENSG00000104852","ENSG00000120696","ENSG00000149177"
"230","ENSG00000157216","ENSG00000083307","ENSG00000149557","ENSG00000078295","ENSG00000138160","ENSG00000243364","ENSG00000132694","ENSG00000123416","ENSG00000204217","ENSG00000107771","ENSG00000159023","ENSG00000089169","ENSG00000105976","ENSG00000078043","ENSG00000110422","ENSG00000185591","ENSG00000103423","ENSG00000132334"
"231","ENSG00000157613","ENSG00000054598","ENSG00000124214","ENSG00000133454","ENSG00000022267","ENSG00000136068","ENSG00000171681","ENSG00000182621","ENSG00000050748","ENSG00000086015","ENSG00000170515","ENSG00000124788","ENSG00000132470","ENSG00000124813","ENSG00000185024","ENSG00000130066","ENSG00000170345","ENSG00000166747"
"232","ENSG00000158106","ENSG00000004399","ENSG00000111961","ENSG00000134824","ENSG00000147443","ENSG00000178573","ENSG00000136573","ENSG00000265972","ENSG00000114867","ENSG00000179222","ENSG00000153071","ENSG00000184304","ENSG00000131759","ENSG00000131747","ENSG00000121058","ENSG00000059728","ENSG00000071539","ENSG00000108443"
"233","ENSG00000162591","ENSG00000106608","ENSG00000099260","ENSG00000196557","ENSG00000130477","ENSG00000160999","ENSG00000141367","ENSG00000140575","ENSG00000149782","ENSG00000143322","ENSG00000124491","ENSG00000138039","ENSG00000180182","ENSG00000118785","ENSG00000131408","ENSG00000104824","ENSG00000148180","ENSG00000096384"
"234","ENSG00000163155","ENSG00000058056","ENSG00000096433","ENSG00000160867","ENSG00000135960","ENSG00000188215","ENSG00000142675","ENSG00000060656","ENSG00000159023","ENSG00000151422","ENSG00000196498","ENSG00000168918","ENSG00000196498","ENSG00000071655","ENSG00000165140","ENSG00000197157","ENSG00000033800","ENSG00000160310"
"235","ENSG00000163795","ENSG00000158290","ENSG00000171885","ENSG00000179915","ENSG00000166426","ENSG00000124788","ENSG00000169031","ENSG00000176293","ENSG00000130758","ENSG00000162946","ENSG00000135605","ENSG00000184144","ENSG00000185359","ENSG00000167601","ENSG00000105647","ENSG00000138433","ENSG00000072110","ENSG00000185359"
"236","ENSG00000165891","ENSG00000104365","ENSG00000118900","ENSG00000198910","ENSG00000101938","ENSG00000105810","ENSG00000124207","ENSG00000164867","ENSG00000145715","ENSG00000069869","ENSG00000113070","ENSG00000105880","ENSG00000184009","ENSG00000082074","ENSG00000180530","ENSG00000130811","ENSG00000105426","ENSG00000115145"
"237","ENSG00000165912","ENSG00000131778","ENSG00000164049","ENSG00000111537","ENSG00000125931","ENSG00000065883","ENSG00000162946","ENSG00000135821","ENSG00000065328","ENSG00000160293","ENSG00000145794","ENSG00000064692","ENSG00000119772","ENSG00000076003","ENSG00000173020","ENSG00000170759","ENSG00000132382","ENSG00000126767"
"238","ENSG00000170275","ENSG00000130227","ENSG00000085511","ENSG00000152076","ENSG00000149295","ENSG00000170522","ENSG00000170579","ENSG00000118898","ENSG00000089737","ENSG00000123737","ENSG00000138448","ENSG00000205726","ENSG00000091831","ENSG00000141644","ENSG00000101057","ENSG00000164924","ENSG00000101966","ENSG00000196498"
"239","ENSG00000178096","ENSG00000064666","ENSG00000103194",NA,"ENSG00000183873","ENSG00000119866","ENSG00000164330","ENSG00000120907","ENSG00000105221","ENSG00000205726","ENSG00000096063","ENSG00000091409","ENSG00000184937","ENSG00000170312","ENSG00000125686","ENSG00000117461","ENSG00000140988","ENSG00000134371"
